review_text,is_positive
Пора уходить от вк,0
"3,14 просто. Ещё и убрали возможность слушать музон бесплатно 30 минут. А верх наглости это то что вы ещё вставляете в видосах которые в ленте самую убогую рекламу. Приложение превратилось в помойку вселенского масштаба. Добавили раздел клипы, это вообще дурдом. Дали свободу дегенератов которые пишут дегройдные видео для отупляющего оскатинивающего тик тока. Вы там совсем упали чтоли головой об рельсы? Вы куда едете? Прямиком в ад nax",0
"Минусы:
1. Вшитый Tik-Tok. Разрабы, вы серьезно?! Консолидировав анализы данных, вы пришли к выводу, что этот контент пользуется спросом. Окей, мне 36 лет, активно юзаю ВК, зашел в этот раздел... не поленился, пролистал штук 30, и знаете что - 90% материала для целевой аудитории до 16 лет! Т.е. что хайпово для мелких, вынужденно мозолит глаза более взрослому контингенту. Это ОЧЕНЬ ЖИРНЫЙ МИНУС.
2. Интерфейс недружелюбный от слова СОВСЕМ. После ваших последних редизайнов, навигация по приложению возможна только по приборам.
Итог: Складывается впечатление, что архитектура приложения строилась по принципу «удаление гланд через *опу», но с появлением целой выделенной вкладки с видео, данная операция тераформировалась в «удаление гланд через чужую *опу».
ВК, поймите, чтобы не утонуть нужно сбрасывать баласт!",0
"Реально необходимые функции находятся через 100 нажатий, зато *а*** клипы  всегда под рукой.",0
Просто одним обновлением сделали из нормальной соц.сети шлак!,0
Помянем.,0
"Вместо того, чтобы придумывать что-то своё, копируется с других модных сервисов и приложений всякие фишки. А следом куса рекламы, чтобы все это работало. Самое страшное это новый раздел «Клипы» или «Тик Ток», вместо по-настоящему нужного раздела «Друзья».",0
Уберите эти идиотские клипы,0
Уберите клипы пожалуйста !,0
"Ужасное обновление , невозможно привыкнуть к тому, что сейчас есть. И раньше действительно было удобнее.",0
каждое новое обновление ещё хуже предыдущего.,0
"Предлагаю всем, нет я призываю удалить это приложение, вы сами знаете почему ВКонтакте дно.. 
Поддержите мой отзыв чтоб другие увидели и тоже удалили это приложение, спасибо!
Сделайте хотя бы кнопку переключения, с нового дизайна на старый",0
"Чтобы добраться до музыки, нужно заходить в отдельную вкладку, искать ярлык музыки и уже тогда пользоваться. 
Тоже самое с сообществами. 
Самое болезненное: вы посмели засунуть колокольчик в ленту с новостями и боже, это ужасно, чтобы увидеть оповещения надо снова заходить в другую вкладку, это приводит к пропуску важных оповещений. 
С каждый обновлением вы делаете из дизайна всё больше лабиринт. Как можно в обществе максимальной информационной прозрачности, с такой огромной аудиторией так насиловать дизайн приложения? Напомню, что тот же ютуб только улучшает функционал, но придерживается старого и знакомого. 
В общем, время признать, что та же «старомодная» шторка сбоку, которая так и осталась на iPad, была намного практичнее всего, что мы видели дальше",0
"Стараюсь не обновляет ВК , т.к. после этого начинает глючить , вылетать и т.п 
Музыка в фоновом прослушивании 30 минут , а после платить 149р в месяц (~2К) в год - это слишком .
Разочарована уже давно , но теперь удаляю и перехожу на Телеграмм и Инстаграм.",0
После обновления постоянно вылетает и висит,0
"В описании этого приложения было написано что там музыка бесплатная .
Это не так !!!
Зачем вы обманываете людей ?
Зажмите этот комментарий и поставьте полезно , пусть все знаю что они шарлатаны и обманщики 
Заране спасибо тому кто поставил полезно)",0
"Люди перечисляют кучу недочетов, просто УЙМУ каких-то неудобств, лагов, багов, но вместо того, чтобы исправить это, разрабы добавляют никому ненужный тикток в вк, именуя это клипами... хотя бы тиктокерам хорошо 🤦🏻‍♀️

Про недавнее обновление:
Был классный ползунок в музыке в виде пульса, ок, убрали. 
Добавили возможность поменять фон, сенкс.
На этом все хорошее закончилось...
Зачем кнопку «сообщения» переделывать в «мессенджер»? Неясно) 
Идём дальше, после того, как ты включаешь музыку, вк не даст тебе записать голосовое, даже когда ты поставишь на паузу, смирись, друг, надо будет перезайти. 
Вк начал очень сильно виснуть, оооочень сильно, бывает, что даже вылетает.
Подводя итоги, тут либо ждёшь исправления всего этого, либо как всегда должен смириться, к сожалению...
P.S Ползунок хотя бы верните, я понимаю, что там был день особый, но пусть он продолжается всегда",0
"Спасибо огромное «мылу» ака майл сру которые узурпировали соц. сеть и  гребут деньги карьерным экскаватором с рекламы и прочей х#рни, я вас ненавижу поставил бы вам -228337 звезд, но могу только 1, вообщем я удаляю эту парашу и вам советую!",0
"Зачем из нормального приложения делать цирк? Если я хочу подеградировать, я могу зайти в приложение тик ток!",0
"Ни одно приложение с такой скоростью еще не деградировало. Сделать клипы вместо друзей, молодцы.",0
"слов нет, тупо дикий кринж.",0
"С каждым разом при нажатии Вк вылетает с приложения, что такое ?",1
"После обновления перестало заходить в приложение, если кто ещё не поставил. Не обновляйтесь. Удаляя приложение, скачать его по новой не даёт.",0
"лента уже 5 дней не обновляется, исправьте!
и дайте изменить иконку приложения на нормальную",0
"Верните новости «для вас». Хватит издеваться, а то все оставшиеся пользователи перейдут в телеграмм на всегда",0
"Разработчики, моргните три раза, если вы просто боитесь человека, который отвечает а постоянные смены интерфейса приложения и веб-версии; дайте нам знать, если вы просто не можете его уволить, потому что он сын кого-то из меценатов, или потому что кидается на всех приближающихся к нему с ножом. По-другому этот цирк с конями я объяснить не могу. Кто сказал, что регулярные изменения интерфейса - это показатель развития приложения? Вы не добавляете новые функции, вы просто перетасовываете вкладки и кнопки, чтобы... чтобы что? Чтобы люди потратили ещё километр нервных волокон на адаптацию? Чтобы поржать над теми, кто пользуется соцсетью уже много лет и не хочет уходить из неё из-за придури дезигнеров?",0
Верните РНМЭ и увольте лицемерных агентов поддержки,0
"Какого, извините, черта вы создали знакомства, да ещё и анкету сразу разместили??",0
"Дело было около полугода назад, меня типо “взломали”. Поменяли пол и имя с отчеством. Я попытался поменять имя несколько раз, на что получал отказ. Ну думаю ладно, решил восстановить свои данные, которые были на моей странице, в течении 10 лет. На что мне поддержка говорит, ты документ нам сфотай, докажи что это ты. С какого перепугу я должен предоставлять по сути конфиденциальные данные какому то человеку из поддержки? Где гарантия что их не сольют? Мейл ру ручается? Почему моя страница имела мужской пол и одно и тоже имя на протяжении 10 ЛЕТ, а потом резко «взломщик» буквально за минуту изменил и пол и имя с фамилией, чтож вы его не просили скинуть фоточку с паспортом, а? Я не оставлял данные своей страницы нигде, у меня подключены все методы защиты, хорошая попытка ВКонтакте, отправляйтесь в помойку, а да, забыл, вы уже там лет так 5-6.",0
1 звезда а остальные 4 купите за 149 рублей в месяц,0
"В моём государстве существует статья за пропаганду лгбт, в то время как вк не банит пролгбт паблики, но паблики выступающие против ЛГБТ как организации банит. Таким образом вк встаёт в конфронтацию с огромной долей адекватного русского населения и многие переходят в телеграмм. 
P.S ребята улаляйте ВК",0
"Я зарегистрировалась во «ВКонтакте» где-то через пол года после его появления, то есть пользуюсь я им почти 14 лет. Я повидала кучу обновлений, на компьютере, стареньком телефоне и на уже новейших моделях. 

Но последнее обновление... Тик-ток лучше друзей? Как теперь смотреть, кто в онлайне? Ладно музыка, но тик-ток... 

Я никогда не думала, что поставлю когда-то лучшей социальной сети одну звезду.",0
"Отличная соц. сеть для шизов!
Последнее обновление - это квинтэссенция всего вашего идиотизма. Но малолетним зумеркам - самое то. Так и победим санитаров!",0
"Добрый вечер, уважаемые! Какого бычьего пениса у меня не обновились голосовые сообщения в вашем ебоприложении... И опять хочу вам сообщить о том, что приложение совершенно неудобное из-за обновления, с добавлением клипов. Будьте добры сделать что-нибудь... 
Благодарю.",0
"Мне не понравилось первое полное обновление интерфейса, ладно, со временем привык , более менее. Но новое обновление и изменение вкладок друзья и добавления вместо этого каких то клипов вообще ужас. Разработчики, остановитесь, это ужасно, не удобно. Мне вообще не интересно , что там за клипы, кто это и тд. Дайте возможность откатить версию обратно , без добавлений этих клипов. Если я захочу посмотреть видео, я пойду в тик ток. Не засоряйте и так уже умирающее приложение.",0
"Почему перед введением масштабных обновлений, никто не спросит пользователей, нужно ли это и будет ли это полезно. Не всем наверное нужен тикток прямо в Вк. Чтоб хоть как то сделать лучше для пользователей, добавьте кастомизацию нижней панели, чтоб можно было выбирать что будет важнее для того или другого человека.",0
"Уберите клипы, или дайте возможность их убрать, это просто отвратительно",0
"В 2018 было всё прекрасно! Сейчас просто ужас! Мало того что не разберешь где находится музыка,так теперь появились клипы как в тиктоке. Одна звезда.",0
"Приложение с каждым годом становится все хуже. Ладно уж сделали новое оформление, что очень непривычно, но с этим свыклись. На сегодняшний день добавили что-то наподобие «тик тока» возникает вопрос: зачем? VK это социальная сеть для общения зачем делать из неё ещё одно жалкое пародие на лайк, а точнее воровать. Честно говоря, если бы не общение с друзьями и множество групп с любимыми публикациями - я бы удалила VK. Ну и по классике жанра: мы теряем все, что создано предками.
Одну звезду заслуживает только общение и паблики.",0
"Одной звёзды жалко. Неудобнее дизайн надо ещё постараться придумать. Все не на своих местах и все не там где надо. Ничего своего, все своровано у инстаграма или тиктока, лишние кнопки, неудобнейший интерфейс в сообщениях. То что нужно лежит где-то далеко и надо что-то обязательно закрыть, чтобы добраться к примеру до уведомлений. Зато клипам которые никто не смотрит отведена целая колонка. И таких ляпов даже не миллион, их миллиард. Идиоты, я бы с удовольствием пустил бы пулю в череп вашим дизайнерам. Всего плохого.",0
"Зачем так уродовать «ВК» эта тупая вкладка с видео. С каждым обновлением всё отвратительнее становится! Только привыкаешь к одному дизайну, нет же, нужно сделать ещё хуже! КУДА ЕЩЁ ХУЖЕ????",0
"я терпела, терпела, но это это уже чересчур. сделать из вк тик ток? гениально, просто во👍. с каждым обновлением вы сами роете себе яму. хуже уже некуда.",0
"Почему нет возможности настроить вк, что мне нужно а что нет, зачем вы глобально меняете вкладки постоянно, зачем. Дайте мне хотяб возможность настраивать их где они будут, а где нет, если вводите новые функции. Заслуженная 1 звезда за навязывание такое и монополию. Не благодарите!",0
Уберите клипы из вк ааааьььььь,0
"Удалите раздел тиктока ВКонтакте.
Никому не будет нравиться это обновление , я вам это гарантирую.
Не отталкивайте своих пользователей.
Или сделайте хотя бы возможность скрыть эту иконку , пожалуйста.",0
"Дублировать тикток как минимум глупо. Вместо вкладки друзья появились клипы, которые можно найти и в тикток. Популярнее из-за этого вк не станет. А оформление отвратительное, что бы зайти и посмотреть друзей, нужно заходить отдельно. 
Ужасно, верните прежнее оформление!!!",0
"Какой же ужасный и уродливый дизайн после обновления. Причём обновился ВК совершенно случайно, всегда оберегаю себя от ваших обновлений, в этот раз даже господь бог не уберёг. Неудобный поиск музыки, сообществ. Просто слизали все с инстаграма, позорище. 

Вот зачем нам эти ваши обновления историй? Для этого есть ИНСТАГРАМ. ВК, очнитесь, вы не он.

P.S а сейчас обновился до уровня Tiktok, ну не позор ли? Сколько можно уродовать контакт?",0
"Негатив сплошной, бесконечное количество сраной рекламы. 1/4 всей ленты ваша чертова реклама... особенно разочаровала музыкальное обновление. С каждым разом после ваших обновлений, хочется удалить приложение. Я не куплю вашу подписку на музыку, из принципа. Ограничение в 30 мин, ужасная подборка по интересам, через каждые 3 песни реклама. У кого угодно куплю подписку на музыку, но не у вас. Хоть у Яндекс, хоть у Apple.",0
"Ужасный неинтуитивный дизайн, много ненужного мусора, куча рекламных постов в ленте, вылеты. 
Всегда был рад за обновления и чувства свежести, впервые появилось чувство, что хотелось бы вернуть предыдущее оформление. 
Как можно было настолько испортить платформу?",0
"Почему в апп стор висит что надо обновить приложение ВК, а приложение обновилось? Это как понимать, автообновления отключены, и я уже давно не обновляю принципиально приложение.. вопрос:почему и кто обновил приложение без моего согласия?",0
Почему вы без ведома пользователя обновляете приложение. Ужасно не удобно. Верните старый вк,0
"Думал, что у меня одного вылетает. Щас зашёл в отзывы и вижу, что я не один такой счастливчик, Вк все дальше тянется на дно. Исправляйте уже, за@*:лся уже с этим бороться. Перезагружал телефон, удалял/скачивал заново, нету толка. Чёт вы там накосячили, ИСПРАВЛЯЙТЕ!!!
Спасибо за внимание :3",0
"просто ужас , что стало с нормальным ВК , реклама через песню, ограничение 30 минут , просто ужас , совсем обнаглели , не социальная сеть а одна сплошная реклама , в шоке просто .",0
"Какого лешего все мои друзья видят чем я занимаюсь?! Кому ставлю лайки, комментирую и и.д. Лично я вообще не хочу этого...",0
"На айфоне 6+ после обновления которое было 2 дня назад, начало вылетать приложение, листаю ленту минуты две, сначала лагать начинает, потом чёрный экран и вылет.",0
"ЗДАРОВА А МОЖНО БОЛЬШЕ РЕКЛАМЫ????
ТРЕКИ МНЕ МЕШАЮТ РЕКЛАМУ СЛУШАТЬ РЕАЛЬНО)))",0
"Всем привет. Август 2019. Я, уставшая от этой фигни. По пунктам:
1. Нестабильность работы. Сообщения: большое количество голосовых (в беседе), глючит, заедает, перегревается ВЫЛЕТАЕТ. Лента: почему при нормальном, стабильном интернете я должна ждать три года появления фотографии? Надеюсь, вопрос понятен. 
2. Музыка. Ооо боооже. Мы поняли, что ограничения в музыке и платная подписка из-за поддержки артистов. Но каким хером там «ВСЕ УЖЕ ЗНАЮТ О МАСКАХ В ИСТОРИЯХ ВКОНТАКТЕ???» Нет!!!! Я тупая, не знаю, ага. В общем, музыку слушаю в другом приложении. 
3. Ограничения. Почему я не могу зайти на страницу к однокурснику, хочу добавить его в друзья, сделать сюрприз? У него нет ничего плохого на странице, в этом я уверена. Да, у App Store есть определённые правила, а что если мне за 18? Сделайте проверку, что ли. 
4. Реклама в ленте. Устала нажимать «Скрыть новости источника». 
5. Комментарии. Я прошу, сделайте в настройках сохранение на «интересное», «старое», «новое». Читаешь одну часть предложения вначале, вторую в конце, не надо так!
6. Тёмная тема очень радует.
7. Мне нравится дизайн вкладок, меню и прочего. 
Я расписала, старалась без возмущения. Всем хорошего дня, разработчики, исправьте 🙈👆",0
"После обновления приложение не работает. При попытке открыть вылетает сразу. Уже и удивляла потом снова загружала, и телефон перезагружала, бесполезно.
В общем лучше бы вообще не обновляла.",0
Угандошили нормальную соц сеть,0
"Мизогинная помойка, паблики, которые оскорбляют женщин процветают, а паблики с зеркалками на это банятся. В данной соц сети не уважаются права женщин, процветает сексизм и агенты поддержки транслируют двойные стандарты, на трогая унижающие женщин сообщества. Не рекомендую пользоваться приложением цивилизованным людям.",0
"Банят группы где собираются женщины, где хотят найти безопасное место для себя, но при этом защищают группы и паблики с порно, расчленёнкой, сексистами и прочим сбродом. Желаю всего плохого поддержке-сексистам и мизогинам, агенты 22 и 44. Мерзость!",0
"Сделайте сохранённые картинки не с конца, а с начала! Как было раньше!(",0
"Не рекомендую скачивать это, переходите лучше в телеграмм, самое тупое приложение стало когда Павел Дуров продал его",0
"После обновления пропали стикеры, они даже не высвечиваются в списке моих покупок, могу видеть только недавно использованные и избранные стикеры",0
"С каждым годом всё хуже и хуже. Для продажной хрени есть инстаграмм, для клипов - тикток.
Ущербный дизайн, пошлые стикеры и прочие завлекаловки. Приложение вообще невозможно использовать - отправленные сообщения слетают, инрстранная (и не только) музыка блокируется + постоянная реклама, видео вообще не грузят. Просто пздц. Вы скатились на дно. Вот вам и русская старая добрая легендарная соцсеть.
ЗАЛАЙКАЙТЕ ПОЖАЛУЙСТА!",0
"Приложение сворачивается при запуске, зайти невозможно, проблема началась с субботы. IPhone 11. Проблема массовая, исправьте.",0
Обновил приложение 07.07.23 - результат: вылетает и не работает.,0
"На айфоне SE пришло обновление и теперь приложение не открывается, вылетает сразу при запуске, спасибо за интересный опыт использования, как вернуть рабочую версию?",0
"Айфон 8 
Скачал обновления, и все, вк не открывается,
Вы че сделали ?",0
"17 часов назад было выпущено обновление,которое писалось видимо на коленке,приложение вылетает на айфоне ,вы вообще видите что вы выпускаете?
А я плачу подписку на музыку,как мне ее слушать если приложение вылетает",0
"Открываю ленту- 1) новость из пабликов, 2) реклама, 3) может быть интересно. Итого 33% ленты - новости, 66% мусор, который пользователи должны хавать. Не надо пихать в мою ленту шлак, на который я не подписывался",0
"Ставлю дизлайк новому обновлению, связанному с фотографиями в постах. 
Пропал та самая эстетика подборки фотографий и коллажей. Теперь нет никаких различий от того самого «нельзяграмма».

А еще реклама, ее слишком много в новостной ленте. 
Единственный плюс приложения- мои плейлисты из 2012-2018 года и то, уже давно перешла к конкурентам)
Разработчики скажут «Изменение- это непросто. Дайте себе немного времени, чтобы привыкнуть..» А я вам отвечу- это было чуть ли не единичное преимущество вашего приложения.
Продолжайте слизывать идеи с запрещенных соц.сетей и теряйте аудиторию)",0
"С каждым обновлением вы портите это приложение! Слышите меня, ПОРТИТЕ! Зачем нужна карусель на постах? Верните прошлый вид постов!  

Не ну честно, уже без слез не взглянешь на стену...",0
"новый вид рекомендаций неудобен. раньше можно было прочитать текст, пролистывая ленту, сейчас почему-то мы должны ориентироваться на «визуальный контент». зачем? вк клипы я видеть вообще не хочу, в прежнем виде я могла их полностью избегать. если вы сделали такой внешний вид рекомендаций, то хорошо было бы добавить возможность отмечать «не интересно» не заходя в эти посты. да и в принципе хорошо бы настроить алгоритмы, сколько бы я не нажимала «неинтересно» на посты определенной тематики, я все равно продолжаю их видеть.",0
"Вы убили рекомендации, так теперь еще и паблики. Вы говорите нужно привыкнуть? А вы в курсе, что инстаграм и вк это абсолютно разные смысловые приложение и если вы от туда все тащите, это не значит что у вас все будет лучше. Отвратительные дизайнеры у вас",0
"зачем копировать инстаграм? могла ещё понять истории и видео, смирилась, когда текст стал меньше и надо было нажать «читать полностью», чтобы увидеть полный пост, но как сейчас выглядят посты…… изговняли все что могли. огромное спасибо вам от смм-щиков, которые заморачивались над дизайном в группах, теперь его же вообще не видно))))))",0
зачем бесконечные ненужные обновления? зачем вместо того чтобы видеть весь коллаж публикаций в группе я должна листать по ОДНОЙ все эти 9 фотографий? зачем убрали крутую фичу с нажатием в бок для пролистывания картинок??? ЗАЧЕМ?,0
"Зачем??? Коллажи в вк все смотрелся круто и не обычно, можно было сразу увидеть все фотографии, зачем вы сделали подобие инстаграма??",0
"верните нормальную ленту новостей (раздел «для вас»). это ужас, пропали все приколы!! неудобно стало максимально. приложение также часто стало вылетать, исправляйте",0
"что стало с разделом рекомендаций? вк - это не инста, здесь не только визуальный контент, но и текстовый, который сейчас в разделе рекомендаций просто не найти! если бы я хотела смотреть только фотографии, я бы включила впн и зашла в инстаграм. зачем переделывать одно приложение под другое? максимально неудобно!",0
"С каждым годом все хуже и хуже. 
Да, это здорово, что вы открыли много новых сервисов, только среди этого хлама невозможно найти повседневные вещи. Напоминает комнату, захламленную мусором и чтобы достать нужную вещь, надо откопать её в шлаке. 
Превратилось в приложение для мелкой школоты потому что взрослым людям весь этот мусор совершенно не нужен. 
Почему нельзя как-то отделить то, что вы навязываете немного в сторону, а обычные вещи (список друзей, сообщества, музыка, видео), оставить доступными? 
Обилие визуального мусора, кривость, непонятный интиуивно изуродованный интерфейс. 
Полагаю, что скоро просто для написания сообщения придется отмахиваться от выхлопов этой помойки.",0
"Ну в самом дели, вы что творите вообще? Только вернули нормальный, удобный интерфейс, как снова этот новый профиль, для чего? Зачем так губить хорошее приложение?
Ладно бы это было только мое мнение, но когда вернули оригинальный вк, обрадовались все",0
"Зашёл в приложение спустя пару недель простоя 
Заметил новое обновление, как всегда все для людей, максимум удобства 
Ребята а вам не кажется, что я все ещё слишком мало кнопок нажимаю прежде чем дойду до своих треков и плейлистов? Давайте ещё штук сорок подразделов, нормально ведь!
Уясните, когда человек нажимает кнопку ‘музыка’ он хочет СРАЗУ после этого увидеть СВОЮ музыку  и СВОИ плейлисты 
Не ваши подборки, не ваши музыкальные доп сервисы, не ваши рекомендации, которые никому на душу не упали, а свои треки 
Пишу в пустоту, просто для отвода души, знаю что нормально никогда не сделаете, не пишите что учтёте и примите во внимание
Вообще не отвечайте",0
"Зачем майл испортило приложение? Заберите у них уже кто-нибудь право на создание и покупку проектов, из этого ещё ни разу ничего хорошего не вышло.

За такое время и такое огромное количество гневных комментов о том, что в приложении просто вагон и маленькая тележка разнообразных, на любой вкус и цвет багов, команда майл просто вводят новые обновы с надписью «исправление ошибок», но почему то телефон от этого не перестаёт греться, уведомления приходят через одно место (либо приходят через 5-10 минут, либо ВООБЩЕ не приходят, а ну и мое любимое: «я зашёл прочитал сообщение, вышел из вк и мне приходит уведомление о том что этот человек мне что-то прислал»). 

Даже на месте Дурова я бы просто создал новое приложение с нуля, потому что это уде не социальная сеть, а настоящий гипермаркет-таксопарк-чат-игровая_площадка-онлайн_магазин-притон_мошенников и в принципе пожираловка денег. 

И объясните мне кто-нибудь: для чего там нужны подарки? Какой человек в здравом уме будет присылать кому-либо картинку шапки на песке за 10 голосов(тобишь за 100 рублей по здешнему курсу)??? Не хватает наверное только линейки «популярные»… А, ну да, такая там есть вообще везде: от подарков и до никому не нужных сервисов. 

Насчёт подписки VK combo я вообще молчу. Нафига мне нужны какие то там скидки, доп подписки, промокоды на то ЧЕМ Я НЕ ПОЛЬЗУЮСЬ?!?!? Какой от них смысл??? Почему я не могу просто заплатить за то чтобы слушать музыку??? 169 рублей за музыку и за целую кучу того что мне совершенно не нужно!!! Это полный бред. Приложение дерьмо… 
И лучше не отвечайте вовсе чем своим банальным: «напишите нам в поддержку пожалуйста «ссылка»». 
Спасибо что прочитал кто бы ты ни был <З
:>",0
"Откуда столько рекламы, в видео уже заходить не хочется. Прерывается и реклама идёт, и не переключить и не удалить, тошнит уже за две недели от этой рекламы. Ладно в ленте без конца эта реклама, можно пропустить или убрать, но в видео какого черта во все ее суете. Ни одно видео невозможно до конца досмотреть. Уберите ее эту вашу бесконечную рекламу, итак приложение на двоечку, как будто в начало 2000 нырнули все, ещё и реклама долбит",0
"Верните старую версию!!! Верните вкладку друзья!! Зачем 2 вкладки сначала клипы потом видео - ЭТО МАРАЗМ!
С каждым обновлением все хуже и хуже!!!",0
"Уберите раздел видео, пожалуйста! Это очень глупо и нерационально -  два раздела стоят рядом «клипы» и «видео». ВКонтакте в первую очередь - социальная сеть для общения!!! А вы пытаетесь заработать на рекламе в видео, вставляя их уже везде! Вк становится подобием ютуба",0
"Я год не пользовалась вк, и не пользовалась бы дальше, если бы учёба не требовала Омерзительно оформлено абсолютно всё, ну просто всё! Не современная сеть, а старый форум времён 2008: 
1. Вкладки группы/сообщества нет вовсе, ковыряй ее в «сервисах», где просто нагромаждено всё что только можно. Если вкратце - вам надо дойти до туалета, а у вас в узком проходе и телевизор, и за ним шкаф с холодильником и разбросан мусор. Все это вам обходить, чтобы дойти до туалета 
2. Абсолютно нет никакого таргетинга. Выскакивают эти клипы от каких-то непонятных пабликов. Думала, что можно себе в них сделать подобие тиктока, если нажимать под клипами «не интересно», но вк клал на это болт и будет вам высвечивать кринж из паблика, на который вы не подписаны и уже раз 10 ставили «не интересно». Реклама тоже через раз попадается нормальная: то паблики с новым магазином одежды, который ещё не открылся, то кривые рисунки какой-нибудь девочки 10 лет. Просто во👍🏼 ниче не скажешь 3. Миллион не нужных функций и «фишечек», половина из которых в настройках не убирается вовсе. Зачем мои коменты и лайки показывать в ленте друзей? Просто для чего эта функция? А если я паблик друга проктолога хочу поддержать, вы тоже это в ленте светить будете, гении? Тем самым вы только активность понижаете в сообществах. Ладно хоть можно убрать при обновлении фото профиля галочку на «опубликовать историю» с тупейшим опросом «а че лучше???)))». Спасибо большое!!👍🏼 
4. Как я и говорила, я год не пользовалась вк. И для новых пользователей в мусоре рекламы, сервисов и прочего барахла нет никакой навигации, инструкции и прочего. Нужно просто все гуглить, как пользоваться этой помойкой 
5. Ссылки, которые должны открывать уже установленное приложение просто не работают, а предлагают установить это же приложение снова. Для чего тогда вообще переход по ссылкам делать, если по итогу я отдельно должна открывать тот же алик, чтобы найти товар с ссылки? 
6. Эмоции из вариантов лайков вместо введения дислайка просто кринж. Тут комментировать не нужно, делал какой нибудь дядя ваня разработчик ок.сру
 7. Быть раем пиратской и ремиксовой музыки с идеальным плейлистом и скатиться в жалкое подобие спотифая с предложениями в виде ольги бузовой и всё – это надо просто уметь 
Итог: либо у разработчиков и новоделов геморрой и они хотят им поделится со всеми, либо стоит ливать после учебы обратно в телегу и спонсировать дурова, а не криворучек из одноклассников и майла",0
